,UserID,movieID and rating
503,504,"[(7116, 4.216784858479395), (2924, 4.141796654111984), (8132, 4.12326949669307), (1859, 4.119635307880815), (1939, 4.090176424807516), (5121, 4.079115445690312), (26729, 4.0753671419060025), (5114, 4.0578098364782855), (858, 4.052167539357045), (7802, 4.048822556224968)]"
504,505,"[(5114, 4.03621289224912), (116, 4.009611992484982), (73290, 4.009390241561369), (3038, 3.9874442396068237), (8132, 3.981760074627901), (2924, 3.9694444076991275), (116897, 3.9641672389730234), (858, 3.9613688895276757), (7116, 3.959716647200679), (3310, 3.9460761053507625)]"
505,506,"[(116, 4.303093275170499), (5114, 4.300595302846232), (7116, 4.281551194105873), (1939, 4.266539483454711), (2924, 4.263107551300746), (116897, 4.256669843553145), (3038, 4.25067506734394), (8132, 4.238320327552164), (73290, 4.235185078112792), (3030, 4.221906158193218)]"
506,507,"[(8132, 4.264006737797592), (5114, 4.244022173585939), (7116, 4.232978945047289), (1939, 4.221245376398392), (2924, 4.2064085288231565), (3030, 4.205704860454535), (858, 4.1989898019615834), (3310, 4.196584636327604), (6669, 4.195397695484182), (73290, 4.193310093899349)]"
507,508,"[(116, 4.619450967876906), (73290, 4.608463587866995), (1939, 4.595725857089482), (5114, 4.591975246882528), (116897, 4.5791337518502), (3038, 4.577407713435367), (3030, 4.570780523207599), (8132, 4.565841819864115), (2924, 4.563412166205578), (858, 4.5626627044449135)]"
508,509,"[(116, 4.196886814040265), (73290, 4.162384068841632), (5114, 4.1607751732581635), (1939, 4.159176375728416), (3038, 4.158042191778649), (116897, 4.1512676700932), (8132, 4.149989768829198), (7116, 4.144895502283208), (2924, 4.141595934606181), (3310, 4.121677001322073)]"
509,510,"[(7116, 4.026702022441189), (3038, 4.016881866507316), (8132, 4.010488015555971), (1939, 4.009183002742216), (116, 4.00915831325482), (5114, 3.974944655545427), (26587, 3.970887210957441), (2924, 3.9688251727286263), (1948, 3.9632782508859172), (3310, 3.960010259072693)]"
510,511,"[(3038, 4.928383545203341), (5114, 4.912918396757273), (116, 4.900777171512675), (1939, 4.893131050658152), (7116, 4.874535026665652), (3310, 4.870275445883033), (8132, 4.8696270850846375), (73290, 4.859642518584434), (858, 4.85293786137496), (116897, 4.847597549142403)]"
511,512,"[(73290, 4.802193524268121), (116, 4.7993832820509565), (5114, 4.794795425795603), (3038, 4.778842052133217), (1939, 4.775521000810888), (7116, 4.763966716206712), (3310, 4.742134870192988), (26587, 4.740528221760067), (116897, 4.733964479696292), (858, 4.733857018660188)]"
512,513,"[(5114, 4.596549722393999), (3038, 4.568197571359501), (116, 4.549152839848184), (1939, 4.535332867943374), (7116, 4.531380258151784), (73290, 4.515032179919534), (3310, 4.503192537890624), (858, 4.5005580579589015), (2924, 4.491621113380718), (116897, 4.490777283654199)]"
513,514,"[(5114, 4.48854910240824), (116, 4.484504497633966), (73290, 4.4533957030128475), (1939, 4.44631726053), (116897, 4.436486606478748), (8132, 4.43623901517355), (2924, 4.433207038984089), (3038, 4.430896151971923), (7116, 4.426265128693198), (858, 4.425282451047348)]"
514,515,"[(5114, 5), (116, 5), (1939, 5), (73290, 5), (2924, 4.988568987724639), (7116, 4.982780162799466), (858, 4.969660726705871), (26729, 4.963872994187512), (3310, 4.958611089779883), (26587, 4.952415108347333)]"
515,516,"[(116, 4.4650428993982505), (5114, 4.464718517344939), (73290, 4.454826926427582), (1939, 4.445572836461945), (3038, 4.443248497568627), (8132, 4.430586879942377), (116897, 4.428475186936931), (2924, 4.416105706170401), (7116, 4.413681887712733), (858, 4.411144454770637)]"
516,517,"[(318, 5), (858, 5), (913, 5), (1221, 5), (7502, 5), (926, 5), (1147, 5), (1217, 5), (1945, 5), (3030, 5)]"
517,518,"[(5114, 4.670512585416198), (116, 4.629893222668426), (73290, 4.603585838884995), (3038, 4.600698245656285), (8132, 4.589096754692331), (116897, 4.587798417660523), (1939, 4.576171948653369), (2924, 4.565313057330611), (3310, 4.560176050910755), (7116, 4.55685346429429)]"
518,519,"[(116, 4.8874698908672665), (116897, 4.8807627032333345), (1939, 4.877218509263624), (5114, 4.875610423313178), (73290, 4.860093378716182), (3038, 4.851767828386258), (8132, 4.8399767240747185), (2924, 4.835267789282187), (7116, 4.827180602792577), (3030, 4.810672362255784)]"
519,520,"[(116, 4.142712509061975), (5114, 4.129025144840914), (116897, 4.101973768743101), (1939, 4.099088612450197), (73290, 4.095139898129918), (8132, 4.0944161119119205), (2924, 4.086884006691106), (3038, 4.084857887219097), (7116, 4.07393943934681), (3310, 4.056262605106423)]"
520,521,"[(5114, 4.708996952616393), (116, 4.707595484447005), (8132, 4.687883584811245), (1939, 4.681611223823139), (73290, 4.679456113419572), (2924, 4.677166832231707), (3038, 4.669024855224033), (116897, 4.657391090013208), (7116, 4.651339265738318), (3310, 4.638105392082377)]"
521,522,"[(73290, 4.103603546234934), (1939, 4.092781048202261), (116, 4.091959444252927), (5114, 4.084894268284112), (7116, 4.073525755652483), (3038, 4.067887041796088), (8132, 4.058828534264213), (2924, 4.053456938572124), (116897, 4.035210394646875), (3310, 4.014812296382501)]"
522,523,"[(5114, 4.715253473961732), (116, 4.695149791048948), (73290, 4.684521282232202), (3038, 4.6717685271453435), (1939, 4.671287678899586), (8132, 4.653898306794866), (7116, 4.653583964657392), (2924, 4.647739859837282), (116897, 4.632875011424537), (3310, 4.632197443341617)]"
523,524,"[(5114, 4.571744835192454), (73290, 4.556115831849732), (3038, 4.547859498671528), (1939, 4.53437520089918), (116, 4.526058657440684), (8132, 4.517260305386124), (116897, 4.516509770591136), (858, 4.502462848866057), (3030, 4.491765919193866), (7116, 4.487532460768305)]"
524,525,"[(73290, 4.60064310556965), (116, 4.587193523283366), (3038, 4.573131463601075), (5114, 4.571564029322082), (8132, 4.544492511203979), (116897, 4.534618489883806), (1939, 4.518534906823487), (7116, 4.50618158808076), (2924, 4.501919113471605), (3310, 4.497585511058467)]"
525,526,"[(116, 4.753174263568317), (116897, 4.728086176452961), (73290, 4.716441957765528), (1939, 4.711734897223459), (3038, 4.701279083525507), (5114, 4.688585506668731), (2924, 4.680725312040359), (7116, 4.672475191187212), (858, 4.667490962890467), (8132, 4.660158774036813)]"
526,527,"[(5114, 4.073447656439015), (116, 4.060121989361953), (1939, 4.048893833068856), (116897, 4.0411029799563), (73290, 4.035503405490814), (3038, 4.018626275506905), (3310, 4.010563204263898), (6669, 4.009933825164639), (2924, 4.005783626668578), (8132, 3.996692783233772)]"
527,528,"[(5114, 4.195762533992517), (116, 4.185649897192085), (3038, 4.168633753620251), (73290, 4.158468451167036), (1939, 4.154895164908539), (116897, 4.153550818330106), (8132, 4.138495576523712), (7116, 4.134012720786476), (2924, 4.1288479127956395), (3310, 4.1108239224625835)]"
528,529,"[(116, 4.362791305747049), (73290, 4.349667589591231), (1939, 4.346779630828022), (5114, 4.346303395379785), (3038, 4.343536284751658), (8132, 4.32476880882156), (2924, 4.320959164201334), (3310, 4.300181373655056), (3030, 4.288585011011924), (116897, 4.286544378378333)]"
529,530,"[(5114, 4.733440371722044), (73290, 4.706887493192403), (116, 4.696987523085908), (3038, 4.692037866042195), (7116, 4.676726687006616), (2924, 4.645240956945626), (116897, 4.641200627317527), (3030, 4.636244992976262), (3310, 4.635808422704205), (1939, 4.632639323664879)]"
530,531,"[(73290, 4.0439101405632485), (5114, 4.003198764763009), (116, 3.984938890394416), (1939, 3.9557689097137487), (2924, 3.940711329083477), (7116, 3.932415395372114), (116897, 3.927347580247641), (3038, 3.909994247953507), (858, 3.9047683341960426), (8132, 3.9008114109210426)]"
531,532,"[(116, 4.5018816977116), (5114, 4.497575842642111), (73290, 4.480362386753175), (1939, 4.476190084892592), (2924, 4.469671210306608), (8132, 4.467404144263816), (3038, 4.465621956558823), (7116, 4.458500713438125), (858, 4.449877260773222), (1948, 4.447437447642408)]"
532,533,"[(5114, 4.233305994617815), (116, 4.221144028941021), (73290, 4.204556472334966), (1939, 4.1924357326674375), (116897, 4.18925584140441), (3038, 4.173890236149754), (8132, 4.16949075821153), (7116, 4.169019705259722), (858, 4.16625288372691), (2924, 4.160449351992781)]"
533,534,"[(5114, 4.645429026724642), (73290, 4.642887618750513), (7116, 4.634975143668136), (116, 4.62534999213311), (1939, 4.622931959558722), (3038, 4.622771128557437), (2924, 4.611471216648312), (8132, 4.609340054969948), (3030, 4.592867012973131), (858, 4.5921550185118365)]"
534,535,"[(5114, 4.055551792854192), (116, 4.052836728748485), (73290, 4.040388525885468), (1939, 4.03006083370914), (2924, 4.021248365163452), (116897, 4.015545628823472), (3038, 4.01109268017496), (8132, 4.003620536054075), (7116, 4.0024457477458215), (858, 3.9972378260521126)]"
535,536,"[(116, 4.80360726597534), (73290, 4.795773007153798), (116897, 4.791434795207392), (1939, 4.778820100036686), (3030, 4.775451544695246), (3038, 4.763580668751959), (5114, 4.754575800192003), (8132, 4.750451515511227), (2924, 4.7494997952571), (7116, 4.742195270287536)]"
536,537,"[(116, 4.584140050549461), (5114, 4.581073475676951), (1939, 4.577315398742098), (3038, 4.572329159347155), (8132, 4.56720600208197), (73290, 4.565540390610293), (116897, 4.554227029164621), (858, 4.535825557160884), (3030, 4.534173590099892), (2924, 4.527068134261362)]"
537,538,"[(5114, 4.433500298721769), (116, 4.42382074815598), (3038, 4.4190762638619585), (73290, 4.410992350804996), (1939, 4.395915518643545), (3310, 4.3634806389601595), (8132, 4.350981182531315), (858, 4.344522707559541), (7116, 4.34418110389008), (116897, 4.338570039812708)]"
538,539,"[(116, 4.5140270817984245), (116897, 4.49761105237059), (1939, 4.496732257487786), (2924, 4.488777850728855), (8132, 4.468017786686648), (3038, 4.4667458841919885), (26587, 4.452614856611202), (858, 4.4469784222190265), (7116, 4.437107203503719), (5114, 4.436284154574617)]"
539,540,"[(73290, 4.668380100101927), (1939, 4.658813349271831), (116897, 4.641790070937627), (5114, 4.6396899012427015), (2924, 4.620529816998992), (26729, 4.600949705028677), (7669, 4.596115249960456), (3310, 4.588342442918159), (52767, 4.587685067228199), (7116, 4.58657676460098)]"
540,541,"[(5114, 4.199582814898905), (116, 4.191840343054699), (2924, 4.182342884096686), (73290, 4.155046912467136), (8132, 4.150489126120301), (858, 4.1397875519876886), (1939, 4.13887419250618), (3038, 4.122402023242553), (32898, 4.1101273481878495), (318, 4.1100867967347945)]"
541,542,"[(73290, 4.5799511384026586), (5114, 4.563541955466756), (116, 4.552260789214988), (8132, 4.543443965197983), (2924, 4.530232292453569), (1939, 4.498299465378264), (3030, 4.48343105484662), (3038, 4.482298311247053), (1948, 4.481826249936468), (318, 4.478052602468992)]"
542,543,"[(1172, 5), (50, 5), (527, 5), (318, 5), (2318, 5), (858, 5), (913, 5), (2064, 5), (1221, 5), (1276, 5)]"
543,544,"[(5114, 5), (116, 5), (1939, 4.98537975205621), (73290, 4.984586575116398), (116897, 4.96824038055619), (3038, 4.966239656214108), (7116, 4.963486054620683), (2924, 4.961175317370654), (8132, 4.960796504024705), (3310, 4.951718631450278)]"
544,545,"[(5114, 4.617354531508861), (3038, 4.577915827895251), (73290, 4.567406408871153), (116, 4.535117973069617), (1939, 4.506759864229138), (3310, 4.497908675462826), (116897, 4.4951425384545916), (8132, 4.490284169134056), (7116, 4.487700114440334), (6669, 4.479393519346244)]"
545,546,"[(858, 5), (116897, 5), (7116, 5), (5114, 5), (8132, 5), (2924, 5), (7802, 5), (116, 5), (73290, 5), (7669, 4.992214098777532)]"
546,547,"[(73290, 4.379877836247333), (2924, 4.352665327301665), (8132, 4.325626065696404), (116897, 4.324327502149614), (3030, 4.285236341731516), (6669, 4.283626960698156), (7802, 4.274789718630832), (26587, 4.273735834490244), (80, 4.253025217800073), (7502, 4.246131204821515)]"
547,548,"[(5114, 4.305783819057126), (116, 4.303970639165153), (1939, 4.284118880281355), (73290, 4.281059458646074), (3038, 4.27878650235934), (8132, 4.263967420988292), (116897, 4.262846029616802), (2924, 4.25800141446087), (7116, 4.25643222998699), (858, 4.246030704556263)]"
548,549,"[(5114, 4.0657222319966), (73290, 4.038411487703573), (116, 4.019479078958062), (1939, 3.9775000779147165), (3310, 3.9405487462251707), (116897, 3.9313032751698422), (2924, 3.917672057879511), (7116, 3.9036997027619424), (98491, 3.884170191786217), (7802, 3.881907696549768)]"
549,550,"[(5114, 4.490876880679052), (116, 4.49073488574442), (73290, 4.445569726125818), (8132, 4.443077779343887), (3038, 4.4423690409093), (3310, 4.431734798395671), (1939, 4.424750531576982), (858, 4.424650560821611), (116897, 4.416213150251691), (2924, 4.405484334033417)]"
550,551,"[(5114, 4.422903062968661), (116, 4.4203161975757475), (73290, 4.402378657205819), (1939, 4.391359141371008), (2924, 4.38273985138512), (3038, 4.382410561483122), (7116, 4.381593609742377), (8132, 4.358271836708227), (858, 4.355495161811208), (3310, 4.3466887154648175)]"
551,552,"[(116, 3.799275063996191), (5114, 3.7748431316436295), (73290, 3.7722969611182373), (1939, 3.759300913049975), (8132, 3.759139150165747), (7116, 3.7578338019835935), (116897, 3.75134456957675), (3038, 3.7466886255188605), (858, 3.7369160324683217), (2924, 3.7340656135205097)]"
552,553,"[(73290, 4.70198700559709), (116, 4.6972680415419825), (5114, 4.694825084463995), (1939, 4.679510765423669), (3038, 4.676312191353964), (2924, 4.652365072791885), (8132, 4.651478771769907), (7116, 4.649120854683275), (116897, 4.64786804082348), (3030, 4.639681468939437)]"
553,554,"[(5114, 4.256387468344114), (73290, 4.232898064705063), (116897, 4.225596529881898), (7116, 4.216115695093994), (116, 4.2159933241639855), (2924, 4.21143262860049), (3038, 4.201028484505821), (8132, 4.196330895244652), (1939, 4.1902417682289315), (3310, 4.165996280779358)]"
554,555,"[(116, 4.037506281010192), (73290, 4.0203221172831975), (5114, 4.011506318650713), (1939, 4.008822757997425), (116897, 4.0062129565026625), (3038, 3.9909068283934026), (7116, 3.982318182602849), (8132, 3.980476893407484), (858, 3.973022670925215), (3310, 3.958660462768624)]"
555,556,"[(858, 5), (3030, 5), (26587, 5), (116897, 5), (7116, 5), (905, 5), (3310, 5), (5114, 5), (6669, 5), (3038, 5)]"
556,557,"[(116897, 4.123861675736221), (5114, 4.094476444117537), (116, 4.00553197809693), (54372, 3.985291286881941), (2924, 3.9718600183902013), (7116, 3.9668567225327864), (2563, 3.9648509685429225), (1939, 3.958243969074149), (6669, 3.953197569143939), (7669, 3.951616186537673)]"
557,558,"[(116, 4.995287934248818), (73290, 4.975583134385656), (3038, 4.972464942288512), (5114, 4.950963528654993), (1939, 4.947120522835487), (7116, 4.942655446661036), (8132, 4.93231067548225), (116897, 4.931625255248232), (3030, 4.921149349583101), (2924, 4.9183795106059005)]"
558,559,"[(5114, 5), (3038, 5), (116, 5), (1939, 5), (73290, 5), (8132, 4.99889294328562), (2924, 4.990241422664742), (7116, 4.988665077689706), (116897, 4.9748087286595455), (3310, 4.964248542655445)]"
559,560,"[(5114, 4.853671497792682), (116, 4.839579892928591), (1939, 4.831440392915874), (116897, 4.823069044581885), (3038, 4.822348555949642), (8132, 4.8135908271538606), (7116, 4.81298716883048), (73290, 4.812597549317077), (2924, 4.809145951554486), (3310, 4.781823715521353)]"
560,561,"[(5114, 4.546780902582914), (116, 4.542085323176497), (73290, 4.521196827701487), (1939, 4.509431882833199), (3038, 4.502670816953), (8132, 4.498776990280188), (7116, 4.492722505601768), (2924, 4.48661488649078), (116897, 4.482324997661378), (858, 4.480952916093232)]"
561,562,"[(116, 4.698449615857617), (5114, 4.6979791982266335), (73290, 4.677389987038678), (1939, 4.669755013765489), (3038, 4.6682371376518965), (8132, 4.646149217358717), (7116, 4.643434018960896), (2924, 4.643110892314258), (116897, 4.63523079099051), (3310, 4.625650078283113)]"
562,563,"[(73290, 4.534122658934284), (116, 4.508382013027059), (5114, 4.508096543657857), (8132, 4.5064564596369), (1939, 4.5056226840474425), (116897, 4.490463466453938), (2924, 4.482057950608766), (3038, 4.479062721102035), (858, 4.475004303006165), (7116, 4.467408483174637)]"
563,564,"[(3038, 4.497494418260316), (73290, 4.489725458117267), (1939, 4.4831609241448), (116897, 4.470331725502244), (7116, 4.462968661091413), (5114, 4.4582936933445), (2924, 4.4549826775770445), (8132, 4.448854626900343), (3030, 4.417752843084493), (318, 4.41627649095789)]"
564,565,"[(1939, 4.4043652094756505), (3038, 4.386487242838941), (116, 4.374010169370855), (73290, 4.366984920323886), (3310, 4.3534213399856325), (8132, 4.351224789073767), (7116, 4.348912726593029), (2924, 4.326183311079179), (5114, 4.321896635005305), (858, 4.31503886419509)]"
565,566,"[(858, 5), (926, 5), (3030, 5), (3462, 5), (8264, 5), (26587, 5), (26729, 5), (116897, 5), (7116, 5), (905, 5)]"
566,567,"[(5114, 4.699187126481706), (116, 4.693142188135816), (116897, 4.63921967332149), (2924, 4.638497427712907), (73290, 4.638466913252318), (7116, 4.634886703009359), (8132, 4.634873038409906), (3038, 4.62654609699753), (1939, 4.6245395942164365), (3310, 4.613026583339429)]"
567,568,"[(5114, 4.898824154419822), (116, 4.893132924763589), (73290, 4.860066316949826), (3038, 4.856359081990723), (1939, 4.855218470800744), (7116, 4.842149458781626), (2924, 4.83366219214562), (8132, 4.828665265005543), (858, 4.8247075887369135), (116897, 4.820104230489288)]"
568,569,"[(5114, 4.610657800112984), (116, 4.6037852481576405), (73290, 4.591053918371194), (1939, 4.571390640818424), (3038, 4.570232047571492), (2924, 4.569630676856212), (8132, 4.565132136457307), (116897, 4.547507655490399), (3030, 4.538731300014984), (3310, 4.537584422128983)]"
569,570,"[(73290, 4.445585635819588), (5114, 4.438310868272172), (1939, 4.435564852369666), (3038, 4.418347936975717), (116, 4.409317964100234), (2924, 4.3971457009293), (8132, 4.3911244403174186), (3310, 4.387972629921848), (6669, 4.37718981034629), (858, 4.374119781958436)]"
570,571,"[(3038, 4.6651778815852225), (116, 4.6636818424320206), (73290, 4.647962073086883), (1939, 4.647601534404292), (5114, 4.6254594449863475), (8132, 4.622246507673587), (116897, 4.62149755215128), (7116, 4.6002337408038025), (858, 4.597361348295809), (26587, 4.597219612120194)]"
571,572,"[(116, 4.494838231393193), (5114, 4.469916190041746), (73290, 4.4693583400609365), (1939, 4.459196119980978), (3038, 4.456649818362798), (7116, 4.443019077554664), (8132, 4.4426639953135805), (2924, 4.439170758239498), (116897, 4.436788537220422), (3310, 4.415722515688349)]"
572,573,"[(116, 4.295535017086856), (5114, 4.269479343283597), (116897, 4.252323889640401), (73290, 4.252113275171605), (3038, 4.2305812473946505), (858, 4.2122220977805505), (3310, 4.21140643680737), (1939, 4.209527031492715), (2924, 4.208168594794958), (8132, 4.193674946225149)]"
573,574,"[(5114, 4.459696552005652), (116, 4.4512229875457665), (73290, 4.427523064267351), (1939, 4.420263717133423), (3038, 4.41813223709136), (116897, 4.413607352290566), (7116, 4.4110801066511565), (2924, 4.406456695123723), (8132, 4.404589288365391), (3310, 4.377843278678592)]"
574,575,"[(116, 4.16625364616134), (8132, 4.135119871719307), (73290, 4.134863946176997), (1939, 4.132204124689717), (116897, 4.127336659141374), (5114, 4.119572643229947), (3038, 4.114412316964759), (2924, 4.102350260938895), (858, 4.10098673205955), (3030, 4.097780302491097)]"
575,576,"[(5114, 4.4777208389387875), (116, 4.45070987223977), (73290, 4.4482654837557485), (2924, 4.4250778810785265), (7116, 4.420509731886642), (1939, 4.4149546336247525), (8132, 4.4105912754197885), (3038, 4.408230859297483), (858, 4.401094604905417), (3310, 4.400132384344888)]"
576,577,"[(926, 5), (26587, 5), (26729, 5), (116897, 5), (7116, 5), (905, 5), (3310, 5), (5114, 5), (6669, 5), (3038, 5)]"
577,578,"[(5114, 3.6126047073423657), (3038, 3.532411691394335), (73290, 3.5323460614718747), (116, 3.5293933378559763), (1939, 3.52607803325921), (7116, 3.5254501959349804), (116897, 3.5057582935460694), (3310, 3.5016056463199954), (8132, 3.4892303991571665), (1948, 3.4794498858850575)]"
578,579,"[(5114, 2.9560436428506445), (73290, 2.891112453900355), (3030, 2.8813612167614244), (3310, 2.827861623178183), (1939, 2.799950172497211), (7075, 2.7987596981878484), (759, 2.7987241261884566), (116, 2.7931487428075474), (858, 2.7825069853886126), (1147, 2.7814194045618037)]"
579,580,"[(116, 4.205505425765925), (5114, 4.196158978745167), (73290, 4.180338533428854), (3038, 4.1765421800701334), (1939, 4.175335598069848), (8132, 4.16698588359701), (116897, 4.160818785130113), (7116, 4.14807750627648), (1948, 4.119321776136904), (6669, 4.116501378552822)]"
580,581,"[(9010, 3.231344423303922), (4518, 3.194475478886365), (7802, 3.1074360519392124), (1939, 3.0945454510005717), (54372, 3.081882776977828), (759, 3.0593978222764395), (100556, 3.059173854771876), (2924, 3.0557905261616365), (5114, 3.042143386063295), (3030, 3.014447848998712)]"
581,582,"[(5114, 4.451272526884834), (116, 4.382084814553947), (1939, 4.381909012355096), (26729, 4.367929779641302), (3310, 4.353960208300644), (116897, 4.353705444685696), (7116, 4.351879622850063), (3038, 4.348948010112514), (8132, 4.3462602425937655), (1948, 4.341664154016413)]"
582,583,"[(5114, 4.533577224572708), (3038, 4.525679132994873), (73290, 4.516093669086041), (116, 4.513519418207603), (8132, 4.50034021460953), (116897, 4.496376117740822), (3030, 4.493053438300415), (2924, 4.485016583666663), (1939, 4.4776445106218725), (7116, 4.4747027118166445)]"
583,584,"[(5114, 4.653472555726914), (116, 4.650577855776156), (3038, 4.638712035762368), (1939, 4.6358094771486344), (73290, 4.634495500300166), (8132, 4.619070442397614), (3310, 4.602795599145939), (116897, 4.601880662457502), (858, 4.600368024726176), (1948, 4.583995569344981)]"
584,585,"[(116, 4.735205412379058), (73290, 4.725828595139156), (1939, 4.709900157728836), (5114, 4.709451035794459), (3038, 4.704054717056975), (8132, 4.6868367983068335), (7116, 4.682111017950531), (116897, 4.681606138158743), (2924, 4.677289379584469), (3310, 4.6636869217119035)]"
585,586,"[(116, 4.1464689733486795), (5114, 4.106283062791337), (8132, 4.104825542483997), (116897, 4.102716297646345), (73290, 4.100952303008325), (3038, 4.1004896408402995), (1939, 4.097911784599958), (858, 4.08563920811193), (3310, 4.076346467922479), (26587, 4.063438729981444)]"
586,587,"[(116, 4.614065947034814), (5114, 4.6127013430254635), (73290, 4.599857722390195), (3038, 4.594749730909407), (1939, 4.592060020351125), (7116, 4.571323558433798), (8132, 4.570212098064123), (2924, 4.565511188894746), (116897, 4.564581824741298), (3310, 4.539104420110463)]"
587,588,"[(116, 4.49665664609502), (5114, 4.473600473774337), (1939, 4.46939118547888), (73290, 4.468446497421566), (3038, 4.4522478810071195), (2924, 4.442800284118865), (8132, 4.4400543988503465), (7116, 4.43469018588189), (116897, 4.434127581771229), (858, 4.429626429797786)]"
588,589,"[(5114, 4.625823797217901), (116, 4.604912853505023), (3038, 4.585773296160762), (73290, 4.581317648034981), (1939, 4.578343027854626), (7116, 4.576215330724165), (8132, 4.559523174451403), (116897, 4.552437950520301), (858, 4.544133252385407), (3310, 4.54291965276011)]"
589,590,"[(5114, 4.43377662846184), (116, 4.429922201533946), (73290, 4.40847836875563), (1939, 4.407802158525633), (3038, 4.398909433552727), (8132, 4.39107328166158), (116897, 4.390572041573844), (7116, 4.384197755399503), (2924, 4.381781716346652), (858, 4.3730276323841295)]"
590,591,"[(5114, 4.129692826404406), (2924, 4.108564633910366), (116, 4.090022270170332), (73290, 4.086087833355919), (7116, 4.082192163839267), (1939, 4.080358512451561), (8132, 4.072057275439909), (3038, 4.061829102198213), (116897, 4.061053749698591), (858, 4.056667433669693)]"
591,592,"[(73290, 4.849965675841572), (116, 4.843785936185191), (1939, 4.83757970256768), (3038, 4.828260555494744), (7116, 4.823370098468818), (116897, 4.8169550291090175), (5114, 4.814876846016075), (8132, 4.796601085170716), (1948, 4.775035704803085), (858, 4.76680221280145)]"
592,593,"[(5114, 4.842786139691805), (3038, 4.829131126923857), (116, 4.828348549930138), (1939, 4.826380337888653), (73290, 4.8197692905578915), (8132, 4.797944225558039), (116897, 4.78871593460083), (7116, 4.783729740898621), (2924, 4.779004328505157), (858, 4.775199926320274)]"
593,594,"[(1939, 4.601320635141681), (5114, 4.600853254956011), (73290, 4.599528844514404), (3038, 4.599304355197701), (116, 4.59911185276279), (7116, 4.592328725839704), (8132, 4.570120225937737), (116897, 4.566928011306959), (1948, 4.550819943375285), (3310, 4.5489608673064765)]"
594,595,"[(7116, 4.525548455210331), (1939, 4.523159745897835), (116, 4.511545376940937), (73290, 4.5070798488005455), (5114, 4.502006567542121), (3038, 4.485037652392998), (116897, 4.4846323610906875), (8132, 4.481754563978486), (1948, 4.479441750522811), (26729, 4.472088259938019)]"
595,596,"[(5114, 4.402484344278057), (116, 4.385799023825042), (73290, 4.373906196977024), (1939, 4.365642048470099), (3038, 4.353737969869252), (116897, 4.351076702513354), (2924, 4.343359302079589), (7116, 4.335369195037223), (3310, 4.327977726938588), (3030, 4.3183979448396626)]"
596,597,"[(116, 4.699896647511182), (5114, 4.681631888437267), (73290, 4.678833609957734), (3038, 4.661985467854563), (1939, 4.659134234154951), (7116, 4.648712593356026), (8132, 4.643181820182957), (116897, 4.637658014449823), (2924, 4.631221701828449), (858, 4.6282915565979055)]"
597,598,"[(116, 4.256993487006756), (1939, 4.215932351741436), (116897, 4.213441787910456), (73290, 4.205679061984686), (3038, 4.205480472307546), (5114, 4.191114039465404), (7116, 4.185532801603261), (8132, 4.178613682056889), (2924, 4.157958721765622), (1948, 4.1488447759168565)]"
598,599,"[(73290, 4.850726933141456), (5114, 4.844772644725754), (1939, 4.833516837237918), (116, 4.831442433774446), (3038, 4.822237691038798), (3310, 4.801343990732156), (116897, 4.791333560396076), (8132, 4.785301317692072), (858, 4.774687365153117), (7116, 4.762609582546038)]"
599,600,"[(5114, 4.556003444216757), (116, 4.533483495992959), (1939, 4.510105811758813), (116897, 4.49951151477225), (3038, 4.4788573666951), (8132, 4.465846520004689), (2924, 4.456110880258488), (858, 4.449973031563598), (3310, 4.44090616328766), (7116, 4.439188332626316)]"
600,601,"[(5114, 4.4591409219260445), (3038, 4.443707490519562), (116, 4.4269509023281834), (73290, 4.424056456445049), (116897, 4.422266523023956), (8132, 4.422243709259213), (2924, 4.421673216409593), (1939, 4.4139257997633), (7116, 4.410601025779388), (858, 4.398504441325069)]"
601,602,"[(116, 4.458783732982938), (73290, 4.44430074052421), (5114, 4.422657928960997), (3038, 4.41863567444247), (1939, 4.413602659461618), (116897, 4.407510225025872), (2924, 4.392736816018905), (8132, 4.392666093735647), (3310, 4.3914458195873785), (7116, 4.390260561820974)]"
602,603,"[(116, 4.758141389846484), (5114, 4.757397080574624), (73290, 4.738795300146736), (1939, 4.724104689833062), (3038, 4.720334787505826), (116897, 4.718782759276077), (7116, 4.711118597813815), (2924, 4.710737729948436), (8132, 4.710531194638376), (858, 4.703351385011668)]"
603,604,"[(5114, 4.007943925526377), (116, 3.9424856896862766), (2924, 3.910553547117931), (8132, 3.9037848596821023), (73290, 3.902248368657489), (6669, 3.8913823759088104), (7802, 3.8693767189442068), (858, 3.8628993378276375), (1939, 3.8599755564486844), (3310, 3.85785002132435)]"
604,605,"[(73290, 4.00309426889626), (5114, 3.992963306321231), (116, 3.9838301005489267), (3038, 3.979294355851729), (1939, 3.968269920437886), (2924, 3.9628106768604754), (8132, 3.959645934243018), (116897, 3.9559028348480636), (7116, 3.9467969705767003), (3310, 3.9169159033360543)]"
605,606,"[(116, 4.723440807092051), (1939, 4.707757231759404), (73290, 4.695045206466011), (5114, 4.694019578606211), (3038, 4.6642421481595), (116897, 4.659312394986442), (8132, 4.656053325662685), (7116, 4.646504542861798), (2924, 4.645950856440717), (3310, 4.6324743335137795)]"
